cohort	ensembl_gene	gene_name	type	nr_samples	pos_z	neg_z	consensus_BTG_cancer	consensus_BTG_combined
lymphoma	ENSG00000180957	PITPNB	DLBCL	2	0	2		
lymphoma	ENSG00000181163	NPM1	DLBCL	2	1	1		
lymphoma	ENSG00000181192	DHTKD1	DLBCL	2	2	0		
lymphoma	ENSG00000181220	ZNF746	PMBCL	2	2	0		
lymphoma	ENSG00000181222	POLR2A	DLBCL	2	2	0		
lymphoma	ENSG00000181467	RAP2B	DLBCL	2	0	2		
lymphoma	ENSG00000181523	SGSH	DLBCL	2	2	0		
lymphoma	ENSG00000181751	C5orf30	DLBCL	2	2	0		
lymphoma	ENSG00000182095	TNRC18	DLBCL	2	2	0		
lymphoma	ENSG00000182208	MOB2	PMBCL	2	2	0		
lymphoma	ENSG00000182310	SPACA6	PMBCL	2	2	0		
lymphoma	ENSG00000182446	NPLOC4	DLBCL	2	2	0		
lymphoma	ENSG00000182463	TSHZ2	PMBCL	2	2	0		
lymphoma	ENSG00000182541	LIMK2	DLBCL	2	2	0		
lymphoma	ENSG00000182670	TTC3	PMBCL	2	0	2		
lymphoma	ENSG00000182771	GRID1	PMBCL	2	2	0		
lymphoma	ENSG00000182782	HCAR2	PMBCL	2	2	0		
lymphoma	ENSG00000182795	C1orf116	DLBCL	2	2	0		
lymphoma	ENSG00000183044	ABAT	PMBCL	2	2	0		
lymphoma	ENSG00000183091	NEB	PMBCL	2	2	0		
lymphoma	ENSG00000183207	RUVBL2	DLBCL	2	2	0		
lymphoma	ENSG00000183283	DAZAP2	PMBCL	2	0	2		
lymphoma	ENSG00000183354	KIAA2026	DLBCL	2	2	0		
lymphoma	ENSG00000183484	GPR132	DLBCL	2	2	0		
lymphoma	ENSG00000183648	NDUFB1	DLBCL	2	2	0		
lymphoma	ENSG00000183726	TMEM50A	DLBCL	2	0	2		
lymphoma	ENSG00000183726	TMEM50A	PMBCL	2	0	2		
lymphoma	ENSG00000183813	CCR4	DLBCL	2	2	0		
lymphoma	ENSG00000183955	KMT5A	DLBCL	2	2	0		
lymphoma	ENSG00000183963	SMTN	DLBCL	2	2	0		
lymphoma	ENSG00000184060	ADAP2	DLBCL	2	2	0		
lymphoma	ENSG00000184347	SLIT3	PMBCL	2	2	0		
lymphoma	ENSG00000184588	PDE4B	PMBCL	2	2	0		
lymphoma	ENSG00000184634	MED12	DLBCL	2	2	0		
lymphoma	ENSG00000184640	SEPTIN9	DLBCL	2	0	2		
lymphoma	ENSG00000184677	ZBTB40	DLBCL	2	2	0		
lymphoma	ENSG00000184678	HIST2H2BE	DLBCL	2	1	1		
lymphoma	ENSG00000184887	BTBD6	DLBCL	2	2	0		
lymphoma	ENSG00000184922	FMNL1	DLBCL	2	2	0		
lymphoma	ENSG00000184988	TMEM106A	DLBCL	2	2	0		
lymphoma	ENSG00000185000	DGAT1	DLBCL	2	2	0		
lymphoma	ENSG00000185130	HIST1H2BL	PMBCL	2	2	0		
lymphoma	ENSG00000185164	NOMO2	DLBCL	2	2	0		
lymphoma	ENSG00000185215	TNFAIP2	DLBCL	2	2	0		
lymphoma	ENSG00000185236	RAB11B	PMBCL	2	2	0		
lymphoma	ENSG00000185245	GP1BA	DLBCL	2	0	2		
lymphoma	ENSG00000185278	ZBTB37	DLBCL	2	2	0		
lymphoma	ENSG00000185324	CDK10	DLBCL	2	2	0		
lymphoma	ENSG00000185359	HGS	DLBCL	2	2	0		
lymphoma	ENSG00000185361	TNFAIP8L1	DLBCL	2	2	0		
lymphoma	ENSG00000185361	TNFAIP8L1	PMBCL	2	2	0		
lymphoma	ENSG00000185650	ZFP36L1	PMBCL	2	2	0		
lymphoma	ENSG00000185745	IFIT1	DLBCL	2	2	0		
lymphoma	ENSG00000185885	IFITM1	PMBCL	2	2	0		
lymphoma	ENSG00000185946	RNPC3	DLBCL	2	2	0		
lymphoma	ENSG00000185950	IRS2	DLBCL	2	2	0		
lymphoma	ENSG00000185963	BICD2	DLBCL	2	2	0		
lymphoma	ENSG00000186166	CCDC84	DLBCL	2	2	0		
lymphoma	ENSG00000186431	FCAR	PMBCL	2	2	0		
lymphoma	ENSG00000186468	RPS23	DLBCL	2	0	2		
lymphoma	ENSG00000186470	BTN3A2	DLBCL	2	1	1		
lymphoma	ENSG00000186480	INSIG1	DLBCL	2	2	0		
lymphoma	ENSG00000186564	FOXD2	DLBCL	2	2	0		
lymphoma	ENSG00000186635	ARAP1	PMBCL	2	2	0		
lymphoma	ENSG00000187231	SESTD1	DLBCL	2	0	2		
lymphoma	ENSG00000187257	RSBN1L	DLBCL	2	2	0		
lymphoma	ENSG00000187775	DNAH17	PMBCL	2	2	0		
lymphoma	ENSG00000188167	TMPPE	PMBCL	2	2	0		
lymphoma	ENSG00000188229	TUBB4B	DLBCL	2	2	0		
lymphoma	ENSG00000188305	PEAK3	PMBCL	2	2	0		
lymphoma	ENSG00000188554	NBR1	DLBCL	2	0	2		
lymphoma	ENSG00000188554	NBR1	PMBCL	2	0	2		
lymphoma	ENSG00000188559	RALGAPA2	DLBCL	2	2	0		
lymphoma	ENSG00000188641	DPYD	DLBCL	2	1	1		
lymphoma	ENSG00000188738	FSIP2	PMBCL	2	2	0		
lymphoma	ENSG00000188846	RPL14	PMBCL	2	0	2		
lymphoma	ENSG00000188895	MSL1	DLBCL	2	2	0		
lymphoma	ENSG00000188897	AC099489.1	DLBCL	2	2	0		
lymphoma	ENSG00000188897	AC099489.1	PMBCL	2	2	0		
lymphoma	ENSG00000189056	RELN	PMBCL	2	2	0		
lymphoma	ENSG00000189339	SLC35E2B	DLBCL	2	2	0		
lymphoma	ENSG00000189362	NEMP2	DLBCL	2	2	0		
lymphoma	ENSG00000196189	SEMA4A	PMBCL	2	2	0		
lymphoma	ENSG00000196233	LCOR	PMBCL	2	1	1		
lymphoma	ENSG00000196312	MFSD14C	DLBCL	2	2	0		
lymphoma	ENSG00000196313	POM121	DLBCL	2	2	0		
lymphoma	ENSG00000196352	CD55	DLBCL	2	2	0		
lymphoma	ENSG00000196428	TSC22D2	DLBCL	2	2	0		
lymphoma	ENSG00000196498	NCOR2	DLBCL	2	2	0		
lymphoma	ENSG00000196502	SULT1A1	PMBCL	2	2	0		
lymphoma	ENSG00000196504	PRPF40A	DLBCL	2	2	0		
lymphoma	ENSG00000196535	MYO18A	DLBCL	2	2	0		
lymphoma	ENSG00000196544	BORCS6	PMBCL	2	2	0		
lymphoma	ENSG00000196547	MAN2A2	PMBCL	2	2	0		
lymphoma	ENSG00000196562	SULF2	DLBCL	2	2	0		
lymphoma	ENSG00000196611	MMP1	DLBCL	2	2	0		
lymphoma	ENSG00000196715	VKORC1L1	DLBCL	2	2	0		
lymphoma	ENSG00000196715	VKORC1L1	PMBCL	2	2	0		
lymphoma	ENSG00000196747	HIST1H2AI	DLBCL	2	2	0		
lymphoma	ENSG00000196782	MAML3	PMBCL	2	1	1		
lymphoma	ENSG00000196787	HIST1H2AG	DLBCL	2	2	0		
lymphoma	ENSG00000196792	STRN3	PMBCL	2	0	2		
lymphoma	ENSG00000196814	MVB12B	DLBCL	2	2	0		
lymphoma	ENSG00000196834	POTEI	DLBCL	2	2	0		
lymphoma	ENSG00000196914	ARHGEF12	PMBCL	2	2	0		
lymphoma	ENSG00000197081	IGF2R	DLBCL	2	2	0		
lymphoma	ENSG00000197102	DYNC1H1	DLBCL	2	2	0		
lymphoma	ENSG00000197111	PCBP2	PMBCL	2	2	0		
lymphoma	ENSG00000197122	SRC	DLBCL	2	2	0		
lymphoma	ENSG00000197136	PCNX3	DLBCL	2	2	0		
lymphoma	ENSG00000197217	ENTPD4	DLBCL	2	2	0		
lymphoma	ENSG00000197471	SPN	DLBCL	2	2	0		
lymphoma	ENSG00000197471	SPN	PMBCL	2	2	0		
lymphoma	ENSG00000197530	MIB2	DLBCL	2	2	0		
lymphoma	ENSG00000197535	MYO5A	DLBCL	2	2	0		
lymphoma	ENSG00000197548	ATG7	DLBCL	2	2	0		
lymphoma	ENSG00000197756	RPL37A	DLBCL	2	1	1		
lymphoma	ENSG00000197756	RPL37A	PMBCL	2	0	2		
lymphoma	ENSG00000197818	SLC9A8	DLBCL	2	2	0		
lymphoma	ENSG00000197879	MYO1C	DLBCL	2	2	0		
lymphoma	ENSG00000197892	KIF13B	DLBCL	2	2	0		
lymphoma	ENSG00000197903	HIST1H2BK	DLBCL	2	0	2		
lymphoma	ENSG00000197912	SPG7	DLBCL	2	2	0		
lymphoma	ENSG00000197948	FCHSD1	DLBCL	2	2	0		
lymphoma	ENSG00000197958	RPL12	DLBCL	2	0	2		
lymphoma	ENSG00000197958	RPL12	PMBCL	2	0	2		
lymphoma	ENSG00000197969	VPS13A	PMBCL	2	0	2		
lymphoma	ENSG00000197971	MBP	PMBCL	2	2	0		
lymphoma	ENSG00000197976	AKAP17A	DLBCL	2	2	0		
lymphoma	ENSG00000198026	ZNF335	DLBCL	2	2	0		
lymphoma	ENSG00000198026	ZNF335	PMBCL	2	2	0		
lymphoma	ENSG00000198034	RPS4X	PMBCL	2	0	2		
lymphoma	ENSG00000198055	GRK6	PMBCL	2	2	0		
lymphoma	ENSG00000198089	SFI1	PMBCL	2	2	0		
lymphoma	ENSG00000198157	HMGN5	DLBCL	2	2	0		
lymphoma	ENSG00000198160	MIER1	DLBCL	2	1	1		
lymphoma	ENSG00000198160	MIER1	PMBCL	2	0	2		
lymphoma	ENSG00000198171	DDRGK1	DLBCL	2	2	0		
lymphoma	ENSG00000198198	SZT2	DLBCL	2	2	0		
lymphoma	ENSG00000198399	ITSN2	DLBCL	2	2	0		
lymphoma	ENSG00000198586	TLK1	PMBCL	2	0	2		
lymphoma	ENSG00000198589	LRBA	DLBCL	2	0	2		
lymphoma	ENSG00000198625	MDM4	DLBCL	2	2	0		
lymphoma	ENSG00000198695	MT-ND6	DLBCL	2	0	2		
lymphoma	ENSG00000198740	ZNF652	DLBCL	2	1	1		
lymphoma	ENSG00000198740	ZNF652	PMBCL	2	0	2		
lymphoma	ENSG00000198752	CDC42BPB	DLBCL	2	2	0		
lymphoma	ENSG00000198771	RCSD1	DLBCL	2	1	1		
lymphoma	ENSG00000198833	UBE2J1	DLBCL	2	1	1		
lymphoma	ENSG00000198837	DENND4B	DLBCL	2	2	0		
lymphoma	ENSG00000198846	TOX	DLBCL	2	2	0		
lymphoma	ENSG00000198863	RUNDC1	PMBCL	2	2	0		
lymphoma	ENSG00000198925	ATG9A	DLBCL	2	2	0		
lymphoma	ENSG00000198925	ATG9A	PMBCL	2	2	0		
lymphoma	ENSG00000198951	NAGA	DLBCL	2	2	0		
lymphoma	ENSG00000198952	SMG5	DLBCL	2	2	0		
lymphoma	ENSG00000203879	GDI1	PMBCL	2	2	0		
lymphoma	ENSG00000204103	MAFB	DLBCL	2	2	0		
lymphoma	ENSG00000204256	BRD2	DLBCL	2	2	0		
lymphoma	ENSG00000204304	PBX2	DLBCL	2	2	0		
lymphoma	ENSG00000204310	AGPAT1	DLBCL	2	2	0		
lymphoma	ENSG00000204323	SMIM5	DLBCL	2	0	2		
lymphoma	ENSG00000204424	LY6G6F	DLBCL	2	2	0		
lymphoma	ENSG00000204424	LY6G6F	PMBCL	2	2	0		
lymphoma	ENSG00000204592	HLA-E	DLBCL	2	2	0		
lymphoma	ENSG00000204592	HLA-E	PMBCL	2	2	0		
lymphoma	ENSG00000204628	RACK1	DLBCL	2	1	1		
lymphoma	ENSG00000204681	GABBR1	DLBCL	2	2	0		
lymphoma	ENSG00000204842	ATXN2	PMBCL	2	0	2		
lymphoma	ENSG00000205038	PKHD1L1	DLBCL	2	0	2		
lymphoma	ENSG00000205336	ADGRG1	PMBCL	2	2	0		
lymphoma	ENSG00000205531	NAP1L4	DLBCL	2	0	2		
lymphoma	ENSG00000205542	TMSB4X	DLBCL	2	0	2		
lymphoma	ENSG00000205542	TMSB4X	PMBCL	2	0	2		
lymphoma	ENSG00000205581	HMGN1	PMBCL	2	0	2		
lymphoma	ENSG00000205744	DENND1C	DLBCL	2	2	0		
lymphoma	ENSG00000213066	FGFR1OP	PMBCL	2	2	0		
lymphoma	ENSG00000213079	SCAF8	PMBCL	2	0	2		
lymphoma	ENSG00000213903	LTB4R	PMBCL	2	2	0		
lymphoma	ENSG00000213918	DNASE1	DLBCL	2	2	0		
lymphoma	ENSG00000213983	AP1G2	DLBCL	2	2	0		
lymphoma	ENSG00000214212	C19orf38	DLBCL	2	2	0		
lymphoma	ENSG00000214655	ZSWIM8	DLBCL	2	2	0		
lymphoma	ENSG00000220201	ZGLP1	DLBCL	2	2	0		
lymphoma	ENSG00000221843	C2orf16	DLBCL	2	2	0		
lymphoma	ENSG00000221978	CCNL2	DLBCL	2	2	0		
lymphoma	ENSG00000225190	PLEKHM1	PMBCL	2	2	0		
lymphoma	ENSG00000228716	DHFR	DLBCL	2	2	0		
lymphoma	ENSG00000232112	TMA7	PMBCL	2	0	2		
lymphoma	ENSG00000233954	UQCRHL	DLBCL	2	2	0		
lymphoma	ENSG00000239306	RBM14	DLBCL	2	2	0		
lymphoma	ENSG00000239857	GET4	DLBCL	2	2	0		
lymphoma	ENSG00000239900	ADSL	DLBCL	2	2	0		
lymphoma	ENSG00000241553	ARPC4	DLBCL	2	2	0		
lymphoma	ENSG00000241973	PI4KA	PMBCL	2	2	0		
lymphoma	ENSG00000242259	C22orf39	DLBCL	2	2	0		
lymphoma	ENSG00000243156	MICAL3	DLBCL	2	2	0		
lymphoma	ENSG00000243317	STMP1	PMBCL	2	0	2		
lymphoma	ENSG00000253276	CCDC71L	PMBCL	2	2	0		
lymphoma	ENSG00000253729	PRKDC	DLBCL	2	2	0		
lymphoma	ENSG00000254470	AP5B1	DLBCL	2	2	0		
lymphoma	ENSG00000254470	AP5B1	PMBCL	2	2	0		
lymphoma	ENSG00000255112	CHMP1B	DLBCL	2	2	0		
lymphoma	ENSG00000255398	HCAR3	PMBCL	2	2	0		
lymphoma	ENSG00000261371	PECAM1	PMBCL	2	2	0		
lymphoma	ENSG00000263264	AC119396.1	DLBCL	2	2	0		
lymphoma	ENSG00000263528	IKBKE	DLBCL	2	2	0		
lymphoma	ENSG00000265491	RNF115	DLBCL	2	2	0		
lymphoma	ENSG00000265491	RNF115	PMBCL	2	2	0		
lymphoma	ENSG00000266412	NCOA4	DLBCL	2	0	2		
lymphoma	ENSG00000270394	MTRNR2L13	PMBCL	2	2	0		
lymphoma	ENSG00000270629	NBPF14	DLBCL	2	2	0		
lymphoma	ENSG00000272333	KMT2B	DLBCL	2	2	0		
lymphoma	ENSG00000274209	ANTXRL	PMBCL	2	2	0		
lymphoma	ENSG00000274641	HIST1H2BO	DLBCL	2	2	0		
lymphoma	ENSG00000276045	ORAI1	DLBCL	2	2	0		
lymphoma	ENSG00000276644	DACH1	PMBCL	2	2	0		
lymphoma	ENSG00000277075	HIST1H2AE	PMBCL	2	0	2		
lymphoma	ENSG00000277443	MARCKS	PMBCL	2	2	0		
lymphoma	ENSG00000277775	HIST1H3F	DLBCL	2	2	0		
lymphoma	ENSG00000282988	AL031777.3	DLBCL	2	2	0		
lymphoma	ENSG00000282988	AL031777.3	PMBCL	2	2	0		
lymphoma	ENSG00000283199	C13orf46	DLBCL	2	2	0		
lymphoma	ENSG00000000938	FGR	DLBCL	1	1	0		
lymphoma	ENSG00000000938	FGR	PMBCL	1	1	0		
lymphoma	ENSG00000001629	ANKIB1	CONTROL	1	1	0		
lymphoma	ENSG00000001629	ANKIB1	PMBCL	1	0	1		
lymphoma	ENSG00000002330	BAD	DLBCL	1	1	0		
lymphoma	ENSG00000002834	LASP1	DLBCL	1	0	1		
lymphoma	ENSG00000002933	TMEM176A	DLBCL	1	1	0		
lymphoma	ENSG00000003402	CFLAR	CONTROL	1	1	0		
lymphoma	ENSG00000004139	SARM1	DLBCL	1	1	0		
lymphoma	ENSG00000004142	POLDIP2	DLBCL	1	1	0		
lymphoma	ENSG00000004399	PLXND1	DLBCL	1	1	0		
lymphoma	ENSG00000004455	AK2	DLBCL	1	1	0		
lymphoma	ENSG00000004478	FKBP4	DLBCL	1	1	0		
lymphoma	ENSG00000004660	CAMKK1	DLBCL	1	1	0		
lymphoma	ENSG00000004766	VPS50	DLBCL	1	1	0		
lymphoma	ENSG00000004848	ARX	PMBCL	1	1	0		
lymphoma	ENSG00000004864	SLC25A13	PMBCL	1	1	0		
lymphoma	ENSG00000004866	ST7	DLBCL	1	1	0		
lymphoma	ENSG00000004975	DVL2	DLBCL	1	1	0		
lymphoma	ENSG00000005022	SLC25A5	DLBCL	1	1	0		
lymphoma	ENSG00000005059	MCUB	DLBCL	1	1	0		
lymphoma	ENSG00000005249	PRKAR2B	DLBCL	1	0	1		
lymphoma	ENSG00000005339	CREBBP	DLBCL	1	1	0		
lymphoma	ENSG00000005379	TSPOAP1	CONTROL	1	1	0		
lymphoma	ENSG00000005381	MPO	DLBCL	1	1	0		
lymphoma	ENSG00000005700	IBTK	DLBCL	1	1	0		
lymphoma	ENSG00000005810	MYCBP2	CONTROL	1	0	1		
lymphoma	ENSG00000005893	LAMP2	CONTROL	1	1	0		
lymphoma	ENSG00000005893	LAMP2	DLBCL	1	1	0		
lymphoma	ENSG00000006125	AP2B1	PMBCL	1	0	1		
lymphoma	ENSG00000006530	AGK	PMBCL	1	1	0		
lymphoma	ENSG00000006576	PHTF2	DLBCL	1	1	0		
lymphoma	ENSG00000006607	FARP2	DLBCL	1	1	0		
lymphoma	ENSG00000007168	PAFAH1B1	CONTROL	1	1	0		
lymphoma	ENSG00000007944	MYLIP	CONTROL	1	1	0		
lymphoma	ENSG00000007944	MYLIP	DLBCL	1	1	0		
lymphoma	ENSG00000008083	JARID2	PMBCL	1	0	1		
lymphoma	ENSG00000008128	CDK11A	PMBCL	1	1	0		
lymphoma	ENSG00000008130	NADK	PMBCL	1	1	0		
lymphoma	ENSG00000008282	SYPL1	DLBCL	1	1	0		
lymphoma	ENSG00000008283	CYB561	DLBCL	1	1	0		
lymphoma	ENSG00000008283	CYB561	PMBCL	1	1	0		
lymphoma	ENSG00000008323	PLEKHG6	PMBCL	1	1	0		
lymphoma	ENSG00000008438	PGLYRP1	PMBCL	1	1	0		
lymphoma	ENSG00000008516	MMP25	DLBCL	1	1	0		
lymphoma	ENSG00000008516	MMP25	PMBCL	1	1	0		
lymphoma	ENSG00000008710	PKD1	PMBCL	1	1	0		
lymphoma	ENSG00000008853	RHOBTB2	DLBCL	1	1	0		
lymphoma	ENSG00000008869	HEATR5B	DLBCL	1	1	0		
lymphoma	ENSG00000008988	RPS20	PMBCL	1	0	1		
lymphoma	ENSG00000009335	UBE3C	DLBCL	1	1	0		
lymphoma	ENSG00000009790	TRAF3IP3	DLBCL	1	1	0		
lymphoma	ENSG00000009954	BAZ1B	DLBCL	1	1	0		
lymphoma	ENSG00000010017	RANBP9	CONTROL	1	0	1		
lymphoma	ENSG00000010244	ZNF207	DLBCL	1	1	0		
lymphoma	ENSG00000010244	ZNF207	PMBCL	1	1	0		
lymphoma	ENSG00000010270	STARD3NL	PMBCL	1	1	0		
lymphoma	ENSG00000010278	CD9	DLBCL	1	0	1		
lymphoma	ENSG00000010278	CD9	PMBCL	1	0	1		
lymphoma	ENSG00000010810	FYN	CONTROL	1	0	1		
lymphoma	ENSG00000010818	HIVEP2	DLBCL	1	1	0		
lymphoma	ENSG00000011021	CLCN6	DLBCL	1	1	0		
lymphoma	ENSG00000011105	TSPAN9	DLBCL	1	1	0		
lymphoma	ENSG00000011198	ABHD5	CONTROL	1	1	0		
lymphoma	ENSG00000011198	ABHD5	PMBCL	1	1	0		
lymphoma	ENSG00000011243	AKAP8L	PMBCL	1	1	0		
lymphoma	ENSG00000011258	MBTD1	DLBCL	1	0	1		
lymphoma	ENSG00000011295	TTC19	PMBCL	1	1	0		
lymphoma	ENSG00000011304	PTBP1	PMBCL	1	1	0		
lymphoma	ENSG00000011426	ANLN	DLBCL	1	1	0		
lymphoma	ENSG00000011454	RABGAP1	CONTROL	1	0	1		
lymphoma	ENSG00000011523	CEP68	PMBCL	1	1	0		
lymphoma	ENSG00000011566	MAP4K3	CONTROL	1	1	0		
lymphoma	ENSG00000011566	MAP4K3	PMBCL	1	1	0		
lymphoma	ENSG00000011600	TYROBP	CONTROL	1	1	0		
lymphoma	ENSG00000011600	TYROBP	DLBCL	1	1	0		
lymphoma	ENSG00000012048	BRCA1	DLBCL	1	1	0		
lymphoma	ENSG00000012223	LTF	CONTROL	1	1	0		
lymphoma	ENSG00000012223	LTF	PMBCL	1	1	0		
lymphoma	ENSG00000012660	ELOVL5	CONTROL	1	1	0		
lymphoma	ENSG00000012660	ELOVL5	DLBCL	1	1	0		
lymphoma	ENSG00000012779	ALOX5	PMBCL	1	1	0		
lymphoma	ENSG00000012822	CALCOCO1	CONTROL	1	0	1		
lymphoma	ENSG00000013016	EHD3	PMBCL	1	1	0		
lymphoma	ENSG00000013441	CLK1	DLBCL	1	1	0		
lymphoma	ENSG00000013573	DDX11	PMBCL	1	1	0		
lymphoma	ENSG00000013588	GPRC5A	PMBCL	1	1	0		
lymphoma	ENSG00000013725	CD6	DLBCL	1	1	0		
lymphoma	ENSG00000013810	TACC3	CONTROL	1	0	1		
lymphoma	ENSG00000013810	TACC3	PMBCL	1	1	0		
lymphoma	ENSG00000014123	UFL1	DLBCL	1	1	0		
lymphoma	ENSG00000014641	MDH1	DLBCL	1	1	0		
lymphoma	ENSG00000014914	MTMR11	PMBCL	1	1	0		
lymphoma	ENSG00000015133	CCDC88C	CONTROL	1	1	0		
lymphoma	ENSG00000015285	WAS	PMBCL	1	1	0		
lymphoma	ENSG00000015475	BID	DLBCL	1	1	0		
lymphoma	ENSG00000015475	BID	PMBCL	1	1	0		
lymphoma	ENSG00000015532	XYLT2	DLBCL	1	1	0		
lymphoma	ENSG00000017427	IGF1	PMBCL	1	1	0		
lymphoma	ENSG00000018280	SLC11A1	DLBCL	1	1	0		
lymphoma	ENSG00000018510	AGPS	DLBCL	1	1	0		
lymphoma	ENSG00000019144	PHLDB1	PMBCL	1	1	0		
lymphoma	ENSG00000019169	MARCO	DLBCL	1	1	0		
lymphoma	ENSG00000019582	CD74	DLBCL	1	0	1		
lymphoma	ENSG00000020426	MNAT1	DLBCL	1	1	0		
lymphoma	ENSG00000020922	MRE11	DLBCL	1	1	0		
lymphoma	ENSG00000021355	SERPINB1	PMBCL	1	0	1		
lymphoma	ENSG00000021762	OSBPL5	DLBCL	1	1	0		
lymphoma	ENSG00000022277	RTF2	DLBCL	1	1	0		
lymphoma	ENSG00000023171	GRAMD1B	DLBCL	1	1	0		
lymphoma	ENSG00000023191	RNH1	PMBCL	1	1	0		
lymphoma	ENSG00000023287	RB1CC1	DLBCL	1	1	0		
lymphoma	ENSG00000023318	ERP44	CONTROL	1	1	0		
lymphoma	ENSG00000023318	ERP44	DLBCL	1	1	0		
lymphoma	ENSG00000023330	ALAS1	DLBCL	1	1	0		
lymphoma	ENSG00000023445	BIRC3	DLBCL	1	1	0		
lymphoma	ENSG00000023909	GCLM	PMBCL	1	1	0		
lymphoma	ENSG00000024048	UBR2	CONTROL	1	1	0		
lymphoma	ENSG00000024048	UBR2	DLBCL	1	1	0		
lymphoma	ENSG00000025708	TYMP	DLBCL	1	1	0		
lymphoma	ENSG00000025772	TOMM34	DLBCL	1	1	0		
lymphoma	ENSG00000025800	KPNA6	PMBCL	1	1	0		
lymphoma	ENSG00000026103	FAS	CONTROL	1	1	0		
lymphoma	ENSG00000026103	FAS	PMBCL	1	1	0		
lymphoma	ENSG00000026652	AGPAT4	PMBCL	1	1	0		
lymphoma	ENSG00000026950	BTN3A1	PMBCL	1	1	0		
lymphoma	ENSG00000027697	IFNGR1	CONTROL	1	1	0		
lymphoma	ENSG00000027697	IFNGR1	DLBCL	1	1	0		
lymphoma	ENSG00000027697	IFNGR1	PMBCL	1	1	0		
lymphoma	ENSG00000028137	TNFRSF1B	DLBCL	1	1	0		
lymphoma	ENSG00000028203	VEZT	DLBCL	1	1	0		
lymphoma	ENSG00000028277	POU2F2	DLBCL	1	1	0		
lymphoma	ENSG00000028310	BRD9	PMBCL	1	1	0		
lymphoma	ENSG00000028839	TBPL1	DLBCL	1	1	0		
lymphoma	ENSG00000029363	BCLAF1	DLBCL	1	1	0		
lymphoma	ENSG00000030110	BAK1	PMBCL	1	1	0		
lymphoma	ENSG00000032444	PNPLA6	PMBCL	1	1	0		
lymphoma	ENSG00000033170	FUT8	PMBCL	1	1	0		
lymphoma	ENSG00000033178	UBA6	DLBCL	1	1	0		
lymphoma	ENSG00000033327	GAB2	PMBCL	1	1	0		
lymphoma	ENSG00000034152	MAP2K3	DLBCL	1	1	0		
lymphoma	ENSG00000034713	GABARAPL2	CONTROL	1	1	0		
lymphoma	ENSG00000035141	FAM136A	DLBCL	1	1	0		
lymphoma	ENSG00000035403	VCL	DLBCL	1	0	1		
lymphoma	ENSG00000035720	STAP1	DLBCL	1	1	0		
lymphoma	ENSG00000035862	TIMP2	CONTROL	1	1	0		
lymphoma	ENSG00000035928	RFC1	DLBCL	1	1	0		
lymphoma	ENSG00000036054	TBC1D23	DLBCL	1	1	0		
lymphoma	ENSG00000036672	USP2	DLBCL	1	1	0		
lymphoma	ENSG00000037637	FBXO42	DLBCL	1	1	0		
lymphoma	ENSG00000038210	PI4K2B	DLBCL	1	1	0		
lymphoma	ENSG00000038219	BOD1L1	DLBCL	1	1	0		
lymphoma	ENSG00000038382	TRIO	DLBCL	1	1	0		
lymphoma	ENSG00000038532	CLEC16A	DLBCL	1	1	0		
lymphoma	ENSG00000038532	CLEC16A	PMBCL	1	1	0		
lymphoma	ENSG00000039123	MTREX	DLBCL	1	1	0		
lymphoma	ENSG00000039319	ZFYVE16	DLBCL	1	1	0		
lymphoma	ENSG00000040199	PHLPP2	DLBCL	1	1	0		
lymphoma	ENSG00000040199	PHLPP2	PMBCL	1	1	0		
lymphoma	ENSG00000040933	INPP4A	DLBCL	1	1	0		
lymphoma	ENSG00000041353	RAB27B	CONTROL	1	0	1		
lymphoma	ENSG00000041802	LSG1	DLBCL	1	1	0		
lymphoma	ENSG00000042062	RIPOR3	DLBCL	1	1	0		
lymphoma	ENSG00000042753	AP2S1	CONTROL	1	1	0		
lymphoma	ENSG00000043093	DCUN1D1	CONTROL	1	1	0		
lymphoma	ENSG00000043355	ZIC2	PMBCL	1	1	0		
lymphoma	ENSG00000043462	LCP2	CONTROL	1	1	0		
lymphoma	ENSG00000043462	LCP2	PMBCL	1	0	1		
lymphoma	ENSG00000044115	CTNNA1	PMBCL	1	1	0		
lymphoma	ENSG00000044574	HSPA5	PMBCL	1	1	0		
lymphoma	ENSG00000047230	CTPS2	DLBCL	1	1	0		
lymphoma	ENSG00000047249	ATP6V1H	DLBCL	1	1	0		
lymphoma	ENSG00000047410	TPR	PMBCL	1	0	1		
lymphoma	ENSG00000047597	XK	DLBCL	1	1	0		
lymphoma	ENSG00000047932	GOPC	DLBCL	1	1	0		
lymphoma	ENSG00000048028	USP28	DLBCL	1	1	0		
lymphoma	ENSG00000048052	HDAC9	CONTROL	1	1	0		
lymphoma	ENSG00000048052	HDAC9	PMBCL	1	0	1		
lymphoma	ENSG00000048392	RRM2B	DLBCL	1	1	0		
lymphoma	ENSG00000048471	SNX29	PMBCL	1	1	0		
lymphoma	ENSG00000048649	RSF1	CONTROL	1	0	1	TRUE	
lymphoma	ENSG00000049089	COL9A2	PMBCL	1	1	0		
lymphoma	ENSG00000049245	VAMP3	CONTROL	1	1	0		
lymphoma	ENSG00000049249	TNFRSF9	PMBCL	1	1	0		
lymphoma	ENSG00000049656	CLPTM1L	DLBCL	1	1	0		
lymphoma	ENSG00000049656	CLPTM1L	PMBCL	1	1	0		
